,--with-select_module,--with-poll_module,--with-threads,--with-file-aio,--with-http_ssl_module,--with-http_v2_module,--with-http_realip_module,--with-http_addition_module,--with-http_xslt_module,--with-http_xslt_module=dynamic,--with-http_image_filter_module,--with-http_image_filter_module=dynamic,--with-http_geoip_module,--with-http_geoip_module=dynamic,--with-http_sub_module,--with-http_dav_module,--with-http_flv_module,--with-http_mp4_module,--with-http_gunzip_module,--with-http_gzip_static_module,--with-http_auth_request_module,--with-http_random_index_module,--with-http_secure_link_module,--with-http_degradation_module,--with-http_slice_module,--with-http_stub_status_module,--with-http_perl_module=dynamic,--with-mail,--with-mail=dynamic,--with-mail_ssl_module,--with-stream,--with-stream=dynamic,--with-stream_ssl_module,--with-stream_realip_module,--with-stream_geoip_module,--with-stream_geoip_module=dynamic,--with-stream_ssl_preread_module,--with-google_perftools_module,--with-compat,--with-pcre,--with-pcre-jit,--with-zlib-asm=CPU,--with-libatomic,--with-debug,--without-select_module,--without-poll_module,--without-http_charset_module,--without-http_gzip_module,--without-http_ssi_module,--without-http_userid_module,--without-http_access_module,--without-http_auth_basic_module,--without-http_mirror_module,--without-http_autoindex_module,--without-http_geo_module,--without-http_map_module,--without-http_split_clients_module,--without-http_referer_module,--without-http_rewrite_module,--without-http_proxy_module,--without-http_fastcgi_module,--without-http_uwsgi_module,--without-http_scgi_module,--without-http_grpc_module,--without-http_memcached_module,--without-http_limit_conn_module,--without-http_limit_req_module,--without-http_empty_gif_module,--without-http_browser_module,--without-http_upstream_hash_module,--without-http_upstream_ip_hash_module,--without-http_upstream_least_conn_module,--without-http_upstream_random_module,--without-http_upstream_keepalive_module,--without-http_upstream_zone_module,--without-http,--without-http-cache,--without-mail_pop3_module,--without-mail_imap_module,--without-mail_smtp_module,--without-stream_limit_conn_module,--without-stream_access_module,--without-stream_geo_module,--without-stream_map_module,--without-stream_split_clients_module,--without-stream_return_module,--without-stream_upstream_hash_module,--without-stream_upstream_least_conn_module,--without-stream_upstream_random_module,--without-stream_upstream_zone_module,binary-size,unit,nr-of-gadgets
157,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,1567688,bytes,12696
158,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,1933288,bytes,15041
159,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,1566592,bytes,12384
160,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,1819280,bytes,14221
161,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1538088,bytes,12463
162,False,True,False,True,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,True,False,False,False,4865952,bytes,32271
163,False,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,4689376,bytes,29232
164,True,True,False,True,True,False,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,5478464,bytes,34813
165,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,4805376,bytes,31664
166,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,False,1718952,bytes,13871
167,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,1508592,bytes,12366
168,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,1877872,bytes,15333
169,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,2039056,bytes,15319
170,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,5066296,bytes,32329
171,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,True,2159272,bytes,17084
172,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,False,True,True,False,True,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,True,2178568,bytes,16875
173,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True,False,False,5408344,bytes,35195
174,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,4765704,bytes,31704
175,False,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,1809752,bytes,14467
176,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,True,False,4039824,bytes,27178
